drive_id,route_counter,wall_date,date,n_segs,n_elig,engaged_frac,weave_path,weave_steer,hunt_steer,centering_abs,centering_signed,spd_mph,sr_start,sr_end,aoa_start,aoa_end,stf,cal_yaw,cal_pitch,cal_roll,calperc_start,calperc_min,calperc_end,lc_kp,pi_set
route_57,87,1776462130.993789,2026-04-17 21:42,75,11,0.4508966922020989,1.3011295306337358,0.5911020127545831,0.12581027418141,0.1780637055635452,-0.1613833755254745,71.55925569250107,16.496305465698242,16.731365203857422,-0.6002858281135559,0.3787028789520263,0.9967071413993835,-2.841355562210083,2.4502100944519043,-0.0099225845187902,100.0,100.0,100.0,,unknown/manual
route_4d,77,1774289761.486426,2026-03-23 18:16,83,8,0.93542701425073,0.6137841688558571,0.4183477654065399,0.1258339754504163,0.0905372872948646,-0.0778620541095733,76.63041404941559,17.775341033935547,17.94685173034668,0.4113939702510834,-0.0889663845300674,0.9909462928771972,-3.2306618690490723,2.4689507484436035,-0.0152124958112835,100.0,100.0,100.0,9.999999747378752e-05,weak
route_3d,61,1775947574.804027,2026-04-11 22:46,95,10,0.6658265423282645,1.2394645514914466,0.5943685457941406,0.1576792655418424,0.1339930519461631,-0.0388088095933198,61.66562985134125,16.74761962890625,16.798194885253906,-0.9385966062545776,-0.0377781130373477,1.0002548694610596,-2.874629497528076,2.4730427265167236,-0.0112484265118837,100.0,100.0,100.0,,unknown/manual
route_3c,60,1775934691.1293066,2026-04-11 19:11,107,6,0.6373606594006802,0.9868084564002412,0.5216438768955947,0.101262180147688,0.0954137854278087,-0.0555569576099514,62.02829506296158,16.340373992919922,16.756990432739258,-0.1521172374486923,-0.9482421875,0.9925910234451294,-2.9295406341552734,2.437103748321533,-0.0136101404204964,100.0,100.0,100.0,,unknown/manual
route_65,101,1777036413.3556576,2026-04-24 13:13,33,4,0.3004677157239684,1.5627796735819517,0.6479434087459139,0.1308209719835669,0.1571507230401039,-0.1531962901353836,59.9939397251606,16.259567260742188,16.113529205322266,0.2119872570037841,-0.7579246163368225,1.0005050897598269,-2.915311813354492,2.4966776371002197,-0.01302738673985,100.0,100.0,100.0,,unknown/manual
route_5d,93,1776607754.5297964,2026-04-19 14:09,71,4,0.7650900712580246,3.3908793148242244,1.3090310995702246,0.4222902989972602,0.2149279788136482,-0.1204343931749463,48.715210788860325,16.66390037536621,16.758028030395508,-0.6118469834327698,-1.0328949689865112,0.9962606430053712,-2.929868221282959,2.492039442062378,-0.0135765643790364,100.0,100.0,100.0,,unknown/manual
route_59,89,1776525755.7975411,2026-04-18 15:22,85,5,0.7259693736960201,1.697479492407819,0.7725578438564392,0.1214205990149159,0.2535403966903686,-0.1746285259723663,52.466595537567144,16.678157806396484,16.716157913208008,-0.932668387889862,-0.8501343131065369,1.0068055391311646,-2.878556251525879,2.3994572162628174,-0.0115072755143046,100.0,100.0,100.0,,unknown/manual
route_6f,111,1774558694.0172298,2026-03-26 20:58,5,0,0.8653859887167036,,,,,,,17.532711029052734,17.547609329223633,-0.9396762251853944,-0.7273048758506775,0.9999133944511414,-3.215272903442383,2.4866108894348145,-0.0144342528656125,100.0,100.0,100.0,9.999999747378752e-05,weak
route_70,112,1774559308.2356946,2026-03-26 21:08,6,0,0.7248971844353053,,,,,,,17.562355041503906,17.57276725769043,-0.8592002391815186,-0.4903587400913238,0.9998708963394164,-3.2251899242401123,2.4752542972564697,-0.0148732839152216,100.0,100.0,100.0,0.0001000000047497,weak
route_71,113,1774560214.20284,2026-03-26 21:23,6,2,0.9380575660663188,0.7612601844182905,0.4543562146830998,0.0759614201803352,0.1145766861736774,-0.0002342760562896,77.06169511545181,17.610504150390625,17.628232955932617,-0.5859404802322388,-0.3960825502872467,0.9997599124908448,-3.2330033779144287,2.490464448928833,-0.0152190588414669,100.0,100.0,100.0,9.999999747378752e-05,weak
route_74,116,1774561802.9614944,2026-03-26 21:50,5,1,0.8584980867346939,0.7056743374393559,0.3816858435263064,0.0979232770902584,0.0616209432482719,0.0300242863595485,67.81539726932526,17.676576614379883,17.692790985107422,-0.1621809154748916,-0.2860112488269806,0.9999858736991882,-3.174211025238037,2.4624602794647217,-0.0127324871718883,100.0,100.0,100.0,9.999999747378752e-05,weak
route_72,114,1774560850.1742363,2026-03-26 21:34,6,0,0.9392246487218554,,,,,,,17.647825241088867,17.672592163085938,-0.4681799411773681,-0.265635222196579,0.9997395277023317,-3.2664272785186768,2.466111421585083,-0.0166671127080917,100.0,100.0,100.0,9.999999747378752e-05,weak
route_7a,122,1777743540.2670271,2026-05-02 17:39,4,0,0.0,,,,,,,16.40475082397461,16.263383865356445,-1.238055944442749,-0.6737221479415894,1.0000731945037842,-2.9224653244018555,2.193314552307129,-0.0127269988879561,100.0,100.0,100.0,,unknown/manual
route_5c,92,1776550234.7799325,2026-04-18 22:10,87,5,0.5592066767269256,1.4616484264631922,0.6576852745559827,0.1411480412537399,0.1453515887260437,-0.1262778341770172,51.70064684955597,16.610048294067383,16.66390037536621,0.1495750695466995,-0.6118469834327698,0.9964733123779296,-2.9370784759521484,2.419860363006592,-0.0138941723853349,100.0,100.0,100.0,,unknown/manual
route_7c,124,1777773320.2000475,2026-05-03 01:55,4,0,0.0516329704510108,,,,,,,16.280973434448242,16.31104850769043,0.0497270822525024,-0.7938655614852905,0.9998908042907716,-2.9919183254241943,2.1788949966430664,-0.0152994785457849,100.0,100.0,100.0,0.000499999965541,golden
route_75,117,1774563017.1221385,2026-03-26 22:10,11,0,0.4996037793355684,,,,,,,17.7002010345459,17.463788986206055,-0.4817855060100555,-0.3466558456420898,0.9999420642852784,-3.2835731506347656,2.5338692665100098,-0.017480282112956,100.0,100.0,100.0,0.0001000000047497,weak
route_77,119,1774564188.4653568,2026-03-26 22:29,9,1,0.6906015458720735,1.7979986537575512,0.7491450147723996,0.222736082195959,0.20952869951725,-0.1161945909261703,58.75207361276627,17.39850616455078,17.430742263793945,-0.3991901576519012,-0.039460252970457,0.9998437762260436,-3.279714584350586,2.5111193656921387,-0.0173159427940845,100.0,100.0,100.0,9.999999747378752e-05,weak
