drive_id,pi_set,driving_model,wall_date,order,seg_t,weave_path,weave_steer,hunt_steer,centering_abs,centering_signed,spd_mph,elig_s,steerRatio,angleOffsetAvg,angleOffset,stiffness,cal_yaw,cal_pitch,cal_roll,int_abs,int_railed_frac
b1,weak,CD210,1764094644.193775,11,405.0,4.516183937448661,1.7035909312058832,0.46836345315621314,0.19735483825206757,-0.007303300313651562,54.79756767383576,29.44,16.761770248413086,-0.6675106883049011,-0.5589286684989929,0.9994041919708252,-2.8738458156585693,2.5080902576446533,-0.010006281547248363,0.21418139478951465,0.3641304347826087
b1,weak,CD210,1764094644.193775,11,450.0,4.79123616277368,1.8169343271508922,0.3911101033247806,0.24136632680892944,-0.18827515840530396,50.104112246418,25.76,16.776554107666016,-0.6653578281402588,-0.6004105806350708,0.9990938901901245,-2.8747928142547607,2.508625030517578,-0.010048042982816696,0.23976433359508806,0.44332298136645965
b1,weak,CD210,1764094644.193775,11,540.0,3.9759774722411327,1.5064983666446339,0.37226443289316113,0.15669265389442444,0.03521881252527237,55.07836276218415,29.6,16.832565307617188,-0.6984478831291199,-0.6691339015960693,0.9977099895477295,-2.873816728591919,2.495849370956421,-0.010006636381149292,0.1904229717901812,0.2527027027027027
b1,weak,CD210,1764094644.193775,11,630.0,5.126727326791624,1.7220975037225772,0.39018004243314874,0.13109903037548065,-0.022813063114881516,50.102975191001896,31.34,16.856325149536133,-0.610607922077179,-0.5279227495193481,0.997572660446167,-2.874189853668213,2.4817562103271484,-0.010022752918303013,0.17300763967270008,0.19400127632418634
b1,weak,CD210,1764094644.193775,11,675.0,1.6076682139323437,0.651483415373595,0.12244034113058729,0.08530808985233307,-0.07376404106616974,57.02376218015671,37.28,16.856550216674805,-0.6003828048706055,-0.6003905534744263,0.9975364208221436,-2.87433123588562,2.4841699600219727,-0.010028422810137272,0.25181159402399106,0.5429184549356223
op_a0,weak,OPM7,1780144439.0744872,12,225.0,1.0517839987663564,0.5229836924916351,0.1199913423597512,0.13349242508411407,-0.10332315415143967,62.90450186002732,37.8,16.365066528320312,0.5609060525894165,1.3259925842285156,1.0010448694229126,-2.8273441791534424,2.468552589416504,-0.008037347346544266,0.20459023161448042,0.39735449735449735
op_a0,weak,OPM7,1780144439.0744872,12,270.0,0.8481772233910831,0.4324332454261879,0.17303354717814154,0.08878142386674881,-0.06941166520118713,62.97322224674225,45.0,16.373271942138672,0.7735983729362488,1.2127995491027832,1.0009478330612183,-2.830740451812744,2.472069025039673,-0.00818367674946785,0.1885683866823889,0.2577777777777778
op_a0,weak,OPM7,1780144439.0744872,12,315.0,1.3942130288205297,0.6989344443214485,0.2177075250080071,0.1270187646150589,-0.10546953231096268,62.93354903928757,45.0,16.376766204833984,0.8947169184684753,1.21980881690979,1.0008368492126465,-2.8345253467559814,2.479550361633301,-0.008346999995410442,0.2342414833954785,0.5071111111111111
op_a0,weak,OPM7,1780144439.0744872,12,360.0,1.2465342285183159,0.5794679982023708,0.21460427834703102,0.13488134741783142,-0.007738220505416393,63.15418898950577,37.8,16.3981990814209,0.9926851987838745,1.248098611831665,1.0004851818084717,-2.840081214904785,2.4815986156463623,-0.00858719740062952,0.2210138062767915,0.44603174603174606
op_a0,weak,OPM7,1780144439.0744872,12,585.0,4.358503912556764,1.6244793647997464,0.5908901830299584,0.22775763273239136,0.04162098839879036,54.45866116046906,28.12,16.507179260253906,1.03635835647583,0.8212435245513916,1.0021460056304932,-2.8445634841918945,2.493868827819824,-0.0087797986343503,0.18439862184961764,0.3577524893314367
op_a0,weak,OPM7,1780144439.0744872,12,720.0,1.5785171147863737,0.6927390196960278,0.19580585601205566,0.13463062047958374,-0.12943165004253387,53.553919179077155,25.34,16.58918571472168,0.8241853713989258,0.6532863974571228,1.0007848739624023,-2.8685803413391113,2.5032272338867188,-0.009827161207795143,0.2003932070514869,0.46250986582478293
