setting,subset,metric,comparison,config_low_reference,config_high_reference,a_n_drives,b_n_drives,a_median,b_median,diff,diff_pct_of_a,drive_boot_ci_low,drive_boot_ci_high,exact_drive_perm_p,a_n_windows,b_n_windows,matched_strata
strict_curve,gps_speed_curve_matched,actual_curv_rms_1pm,B-minus-A,A,B,2,1,1.9332634086303648,1.9345518668872415,0.0012884582568766234,0.06664680307529544,-0.14911834666045065,0.15169526317420368,1.0,3,2,2.0
strict_curve,gps_speed_curve_matched,lat_accel_rms_mps2,B-minus-A,A,B,2,1,0.12222997604656337,0.14006625826053953,0.017836282213976165,14.592396064269417,0.008883358975866784,0.026789205452085546,0.6666666666666666,3,2,2.0
strict_curve,gps_speed_curve_matched,cmd_curv_rms_1pm,B-minus-A,A,B,2,1,1.6552824585299462,1.69291678562852,0.03763432709857395,2.2735894351225676,-0.039883508747281526,0.11515216294442943,1.0,3,2,2.0
strict_curve,gps_speed_curve_matched,desired_curv_rms_1pm,B-minus-A,A,B,2,1,1.655283064376699,1.692902449177569,0.037619384800870126,2.2726858994981503,-0.03990300119173429,0.11514177079347476,1.0,3,2,2.0
strict_curve,speed_curve_matched,steer_rms_deg,C-minus-A,A,C,3,2,0.8605591617521269,0.740348004563449,-0.12021115718867792,-13.9689590828275,-0.2662621890481851,-0.020882598149824516,0.1,31,16,6.0
strict_curve,speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,3,2,2.08689986165837,1.6474167598196567,-0.4394831018387131,-21.059137044049383,-0.7519791313504294,-0.31438796381388423,0.3,31,16,6.0
strict_curve,speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,3,2,0.11558564115617784,0.08721048554945232,-0.028375155606725516,-24.54903162961684,-0.04739369104881626,-0.013716740785353579,0.2,31,16,6.0
strict_curve,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,3,2,1.8115989781747706,1.6339753294273731,-0.17762364874739744,-9.804799565870674,-0.5643580726660726,-0.11087980168925737,0.3,31,16,6.0
strict_curve,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,3,2,1.8116020285050158,1.6340228965812704,-0.17757913192374541,-9.80232573874344,-0.5643923270717361,-0.1109080339502857,0.3,31,16,6.0
strict_curve,gps_speed_curve_matched,steer_rms_deg,C-minus-A,A,C,1,2,1.4405043364590342,1.0954274367454924,-0.34507689971354183,-23.955283644740025,-0.7478121931647045,0.05765839373762094,1.0,2,2,2.0
strict_curve,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,A,C,1,2,3.6903605219348297,2.8761222022027435,-0.8142383197320862,-22.063923426787227,-1.949583110232801,0.32110647076862886,1.0,2,2,2.0
strict_curve,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,A,C,1,2,0.21217585797885563,0.16001290181851408,-0.052162956160341556,-24.584774468327993,-0.11757495685288769,0.013249044532204546,1.0,2,2,2.0
strict_curve,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,A,C,1,2,3.3188661026945403,3.0681805663884476,-0.2506855363060927,-7.553348901378235,-1.6591793971134146,1.1578083245012292,1.0,2,2,2.0
strict_curve,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,A,C,1,2,3.318862178718864,3.0681717504568558,-0.25069042826200816,-7.553505230481695,-1.659177104375071,1.1577962478510546,1.0,2,2,2.0
strict_curve,speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,2,0.7320156006458969,0.4563943225611734,-0.2756212780847235,-37.652377605276165,-0.28656726019509265,-0.26467529597435435,0.3333333333333333,9,7,3.0
strict_curve,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,2,1.712604632738698,0.9353904558176451,-0.7772141769210528,-45.381996642049074,-0.7846485481382016,-0.769779805703904,0.3333333333333333,9,7,3.0
strict_curve,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,2,0.12826777461907188,0.07406219823144888,-0.054205576387622995,-42.259699716941434,-0.05456972231800107,-0.053841430457244904,0.3333333333333333,9,7,3.0
strict_curve,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,2,1.58566703929724,0.9201747540776977,-0.6654922852195424,-41.969232425647526,-0.6879005668119857,-0.6430840036270989,0.3333333333333333,9,7,3.0
strict_curve,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,2,1.5857138358960867,0.920099636039436,-0.6656141998566507,-41.975682168435654,-0.6879418330888339,-0.6432865666244675,0.3333333333333333,9,7,3.0
strict_curve,gps_speed_curve_matched,steer_rms_deg,C-minus-B,B,C,1,1,0.5208020848863776,0.431691397248506,-0.08911068763787156,-17.110278592166672,-0.08911068763787156,-0.08911068763787156,1.0,3,3,3.0
strict_curve,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-B,B,C,1,1,1.125662748968462,0.8754717914770443,-0.25019095749141773,-22.226102597841884,-0.25019095749141773,-0.25019095749141773,1.0,3,3,3.0
strict_curve,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-B,B,C,1,1,0.08634648096344713,0.06949190654553726,-0.01685457441790987,-19.51970043231395,-0.01685457441790987,-0.01685457441790987,1.0,3,3,3.0
strict_curve,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,B,C,1,1,1.1400887712341419,0.8547808549822951,-0.2853079162518468,-25.025061508412374,-0.2853079162518468,-0.2853079162518468,1.0,3,3,3.0
strict_curve,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-B,B,C,1,1,1.1401144417130875,0.8547822794206187,-0.2853321622924688,-25.026624683723927,-0.2853321622924688,-0.2853321622924688,1.0,3,3,3.0
