setting,subset,metric,comparison,n_strata,a_n_windows,b_n_windows,weighted_mean_diff,weighted_median_diff,stratum_boot_ci_low,stratum_boot_ci_high,share_strata_b_less_than_a
strict_curve,speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,6,31,16,0.054523258101228454,-0.0780148902834868,-0.47070878210286765,0.6790580512141013,0.5
strict_curve,speed_curve_matched,desired_curv_rms_1pm,C-minus-A,6,31,16,0.054531601802137925,-0.0779840802623584,-0.46403191236576613,0.6925550598432418,0.5
strict_curve,gps_speed_curve_matched,steer_rms_deg,C-minus-A,2,2,2,-0.3450768997135419,-0.44551021341995445,-0.44551021341995445,-0.24464358600712932,1.0
strict_curve,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-A,2,2,2,-0.8142383197320858,-1.0676660046639217,-1.0676660046639217,-0.56081063480025,1.0
strict_curve,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-A,2,2,2,-0.052162956160341556,-0.06986373474102658,-0.06986373474102658,-0.03446217757965653,1.0
strict_curve,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-A,2,2,2,-0.2506855363060928,-0.255484612315346,-0.255484612315346,-0.24588646029683958,1.0
strict_curve,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-A,2,2,2,-0.2506904282620084,-0.2555338017951234,-0.2555338017951234,-0.24584705472889334,1.0
strict_curve,speed_curve_matched,steer_rms_deg,C-minus-B,3,9,7,-0.14011370711943064,-0.16420450401229822,-0.1934301033863146,-0.09923851317719962,1.0
strict_curve,speed_curve_matched,actual_curv_rms_1pm,C-minus-B,3,9,7,-0.29224284436952624,-0.3668828037421048,-0.5436970412856277,-0.1871664850102499,1.0
strict_curve,speed_curve_matched,lat_accel_rms_mps2,C-minus-B,3,9,7,-0.019243401498829454,-0.02586899310448256,-0.049434495397491375,-0.011883593860775435,1.0
strict_curve,speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,3,9,7,-0.3579973489955172,-0.33024119965071785,-0.7686252083836158,-0.23962549542935063,1.0
strict_curve,speed_curve_matched,desired_curv_rms_1pm,C-minus-B,3,9,7,-0.3580260232424106,-0.33033969410032415,-0.7685381553220547,-0.23964619864392026,1.0
strict_curve,gps_speed_curve_matched,steer_rms_deg,C-minus-B,3,3,3,-0.10708023691004293,-0.11606501154612861,-0.12276368437572954,-0.08911068763787156,1.0
strict_curve,gps_speed_curve_matched,actual_curv_rms_1pm,C-minus-B,3,3,3,-0.2154076509627645,-0.27163090038740423,-0.27188998286779376,-0.10296115211348511,1.0
strict_curve,gps_speed_curve_matched,lat_accel_rms_mps2,C-minus-B,3,3,3,-0.013576215653057194,-0.017542659343047717,-0.018123859448474736,-0.005643328273076148,1.0
strict_curve,gps_speed_curve_matched,cmd_curv_rms_1pm,C-minus-B,3,3,3,-0.31526343851776084,-0.33024119965071785,-0.336493067710902,-0.2853079162518468,1.0
strict_curve,gps_speed_curve_matched,desired_curv_rms_1pm,C-minus-B,3,3,3,-0.31533718349770573,-0.33033969410032415,-0.3365036618334923,-0.2853321622924688,1.0
